number,origin kanji,kanji,reading,particle_before,particle_after,meaning,usefulness,components,labels,description
141,治,治＊す,なおす,を,,"I cure a disease or health problem 　(BOOBOO: if you want to fix an object, use the OTHER なおす kanji : 直す）",★☆☆☆☆,,,
141,治,治＊る,なおる,が,,it gets cured (ditto!),★☆☆☆☆,,,
141,治,治＊める,おさめる,が,,"to rule over someone, to govern something (THIS one is easy because, you CAN'T use the other ""naosu"" kanji,　直す！）",★☆☆☆☆,,,
143,怠,怠＊ける,なまける,が,,"to be lazy, to flop around and not do shit with your sorry stoner-ass life.",★★☆☆☆,,,
143,怠,怠＊る,おこたる,を,,"to neglect something - like you were cooking, then you got all stoked on playing Mario and now your pie burned to a crisp.",★☆☆☆☆,,,
145,熊,熊,くま,,,a bear,★★☆☆☆,,,
147,仏,仏,ほとけ,,,Buddha,★★☆☆☆,,,
150,辛,辛*い,からい,,,"spicy hot, not fresh-from-the-oven hot (BOOBOO)",★★★☆☆,,,
150,辛,辛＊い,つらい,,,something is tremendously difficult or painful to do - (the life of a coal miner is hard!).,★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
151,幸,幸*せ,しあわせ,,,happiness,★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
151,幸,幸*い,さいわい,,にｘｘｘ,"fortunately, XXX",★★☆☆☆,,,
153,泣,泣*く,なく,,,to cry,★★★★★,,,
154,位,位,くらい,,,rank or position,★★☆☆☆,,,
157,暗,暗*い,くらい,,,dark,★★★★★,,,
159,億,億,億,,,"100,000,000",★★★★☆,,,
162,闇,闇,やみ,,,absolute darkness,★★☆☆☆,,,
168,召,召*す,めす,,,summon (never used by itself! But you need it to say the following jukugo:),★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/17"" title='""Never Used By Itself"" - a kanji which is only used in a certain expression or idiom.'>NUBI</a>",
170,照,照＊らす,てらす,を,,"to illuminate, literally, or in the (figurative) sense of comparing ２ things.",★☆☆☆☆,,,
170,照,照＊れる,てれる,は,,to be self-conscious; as opposed to regular embarrassment or shyness.,★☆☆☆☆,,,
173,罰,罰,ばつ,,する,punishment / to punish,★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
174,刃,刃,は,,,"BOOBOO: not a knife or sword - the BLADE or the SHARP EDGE of one. Remember, swords don't kill people, 刃s kill people.",★☆☆☆☆,,,
175,忍,忍*ぶ,しのぶ,,,"A very old word - from feudal times - not used anymore. It means ""to endure or bear,"" but is usually used only in the context of bearing shame or disgrace.  The ninja connection of this kanji lies in the SECOND meaning , which is restricted to this one idiom: 人目を忍ぶ　（ひとめをしのぶ）, meaning, to do secretly , or to do without being seen.",★☆☆☆☆,,,
176,認,認*める,みとめる,,,to admit or acknowledge something,★★★★☆,,,
178,加,加*える,くわえる,,,to add,★★★☆☆,,,
180,脅,脅＊す,おどす,,,threaten,★★☆☆☆,,,
180,脅,脅*かす,おどかす,,,"to try and suprise and / or scare someone. Kids jump out of the bushes playing ninja. Or parents saying, ""If you don't eat your vegetables, ghosts are going to come get you!""",★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/64"" title=""These words, while common, are baby-talk, so don't use them at work unless you work at some &quot;adult baby role-play&quot; place like my friend owns."">KIDS</a>",
181,努,努*める,つとめる,,,"make an effort (at improving your French, at quitting smoking, to be nice to your friend's douche boyfriend, etc.) , - Actualy, this is more in common with がんばるthan with the other two つとめるs.（勤めるand　務める）",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/16"" title=""(newspaper word) These words are only HEARD or READ, but they’re not SAID."">NP</a>",
184,究,究*める,きわめる,,,to investigate until you are a master of something,★☆☆☆☆,,,
186,熟,熟*れる,うれる,,,to ripen (used of plants or fruits)(which are plants).,☆☆☆☆☆,,,
187,執,執*る,とる,,,"to assume command of something, to take control of something, to spearhead some shit, and - randomly - to take up your pen and write some shit (which presumably the shit is a manifesto or expose or will start shit).",☆☆☆☆☆,,,
190,劣,劣*る,おとる,ガ or に,,be inferior to,★☆☆☆☆,,,
191,妙,妙,みょう,,な,An unusual (but not enchanted or scary or supernatural) situation.,★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
191,妙,妙,みょう,,に,"stangely, oddly.",☆☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
192,省,省*く,はぶく,,,"omit or　skip (skip the red tape, skip a step in the process, skip the rest of the kanji and go to bed , cut out unneccesary expenses )",★★☆☆☆,,,
192,省,省＊みる,かえりみる,,,"to look back on - Unlike the OTHER かえりみる　(顧みる),  省みる  is　pretty much only used in the sense of soul-searching or thinking about past misdeeds.",★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/6"" title=""You may have noticed when using your &quot;electronic dictionary&quot; that sometimes you'll enter a word and 2 or even 3 kanji pop up - ALL WITH THE SAME DEFINITION AND THE SAME PRONUNCIATION!"">DUPE</a>",
194,涼,涼*しい,すずしい,,,to be cool (there's a feeling of relief about this - usually said after a hot day or a hot summer),★★★☆☆,,,
196,示,示*す,しめす,,,"to show or indicate.But you can't say 'I'll show you my wang.' Why? One, in that case , you're supposed to use 'miseru' instead, and two, you don't have a wang, you lost it in the war.",★★★☆☆,,,
198,寂,寂＊しい,さびしい,,,"lonely (BOOBOO: even though it's written saBIshii, most people pronounce it ""saMIIshii!"")",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
201,幼,幼*い,おさない,,,"childish, very young- cute if applied to a child, rude if applied to an immature adult.",★★★☆☆,,,
204,蓄,蓄*える,たくわえる,,,setting stuff aside for a rainy day. Used about good stuff.,★★☆☆☆,,,
208,綿,綿,わた,,,cotton plants,★☆☆☆☆,,,
212,納,納＊める,おさめる,を,,"a really narrow, yet weird word: to pay taxes/school fees/bribes; or to place something in the place it's supposed to be: swords in scabbards, mummies in tombs.",★☆☆☆☆,,,
212,納,納＊まる,おさまる,が,,to be delivered,★★☆☆☆,,,
213,紛,紛＊らわしい,まぎらわしい,,,ambiguous,★★☆☆☆,,,
213,紛,紛＊れる,まぎれる,に,,"to mistake something for a similar thing, to get diverted off the main point, to be distracted, to . . .",☆☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
214,絹,絹,きぬ,,,silk,★☆☆☆☆,,,
216,孫,孫,まご,,,grandchild,★★☆☆☆,,,
218,干,干*す,ほす,,,"to dry, but only in the narrow sense of hanging laundry out to dry.",★★★☆☆,,,
221,肝,肝,きも,,,"chutzpah, courage, pluck. (Westerners of either sex believe that their daring and courage live in their balls. Japanese believe it lives in the liver/gallbladder area!)",★☆☆☆☆,,,
222,芋,芋,いも,,,potato,★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
223,汗,汗,あせ,,,sweat - (to sweat = 汗をかく),★★★★☆,,,
230,憩,憩,いこい,,,place for recreation and relaxation - 99% used in the following one expression: 憩いの場 (ikoi no basho).,☆☆☆☆☆,,,
232,判,判＊る,わかる,,,A lot of dictionaries still say 判る is a synonym of 分かる. Not really. Don't bother learning 判る.,☆☆☆☆☆,,,
233,伴,伴*う,ともなう,に　・　を　・　が,,"accompany, in both literal and figurative sense: Bill accompanies Doug. But also, rain accompanies high winds at this time of year (notice how it doesn't care about cause and effect)",★★☆☆☆,,,
236,呼,呼＊ぶ,よぶ,を or に,,"to call to your friends, on the street. Also, calling the police or ambulance.",★★★★☆,,,
236,呼,呼＊ばれた,よばれた,に,,"To be named, or to be called . If your Pops is sometimes called Twana, you'd say,'パパがTwanaに 呼ばれた。'",★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/31"" title=""in practice, this word written in hiragana or katakana, not in kanji form, half the time."">1/2 KANA</a>",
239,量,量＊る,はかる,,,"to measure an amount - used mostly about weight, but also quantity or volume.",★★★☆☆,,,
239,量,量,りょう,,,quantity,★☆☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
241,童,童,わらべ,,,"an archaic, literary/poetic word for child. Usually seen on CDs for childrens' songs: わらべのうた。",★☆☆☆☆,,,
242,憧,憧＊れる,あこがれる,,,"long for, yearn for (world domination, a soul-mate, revenge) (but usually a soul-mate)",★★☆☆☆,,,
243,埋,埋＊める,うめる,を,,I bury it.,★★☆☆☆,,,
243,埋,埋＊もれる,うもれる,が,,It got buried.,★☆☆☆☆,,,
244,坊,坊,ぼう,お,さん,a casual way to refer to a monk,★★☆☆☆,,,
245,吐,吐*く,はく,,,"puke (or, emit - as in, ""The flaming building emitted gouts of smoke."")",★★☆☆☆,,,
246,塾,塾,じゅく,,,after-school cram school,★★☆☆☆,,,
249,志,志*し,こころざし,,,an ambition or intention,★☆☆☆☆,,,
250,吉,吉,きち,,,90% of the time this is only used in fortune-telling. Usually used like this: 吉　（きち）(good omen) or 不吉な兆し　（ふきちなきざし）bad omen,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/14"" title=""some kanji have the same ON- and KUN-yomi."">LAZY</a>",
251,詰,詰＊める,つめる,を,,I cram stuff in.,★★☆☆☆,,,
251,詰,詰＊まる,つまる,が,,"to be crammed full. Usually said of closets, suitcases or stuffy noses.",★☆☆☆☆,,,
257,者,者,もの,xxx,,person,★★★★☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/37"" title=""Suffix"">SUF</a>",
258,著,著*しい,いちじるしい,,,"remarkable, notable (a striking mismatch between two things, a marked decline in white blood cells, a significant effect on the disease, a glaring weakness, a marked success)",☆☆☆☆☆,,,
262,暑,暑＊い,あつい,,,"hot weather, a place with a hot climate",★★★★☆,,,
263,煮,煮＊る,にる,を,,boil (potato) or simmer (a sauce or stew or onabe),★★★☆☆,,,
263,煮,煮＊える,にえる,が,,it gets boiled or cooked,★☆☆☆☆,,,
265,焦,焦＊がす,こがす,を,,"to char  or scortch. Like char-broiled beef. Also, often used with hot, passionate emotions: burning with the fiiiire of looooooveeeee!!!!!!!!!!!!",★★☆☆☆,,,
265,焦,焦＊げる,こげる,が,,it gets scorched,★★☆☆☆,,,
265,焦,焦＊る,あせる,が,,"to be in a hurry, impatient",★★★☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
266,無,無＊い,ない,ｘｘｘ,,SUFFIX which turns the previous word into a negative. 金＝money。 金無い＝ no money.,★★☆☆☆,,"<a class=""label label-info"" href=""http://www.kanjidamage.com/tags/12"" title=""Yet another only-in-Japanese headache: All kanji are written as hiragana. . . TO SOME EXTENT."">KANA</a>",
269,誰,誰,だれ,,,who???,★★★★☆,,,
278,紫,紫,むらさき,,,purple,★★★☆☆,,,
280,促,促*す,うながす,,,"to press or encouarge someone to do something. Could be good, as in ""Get up and dance! It's a party! Have some fun!"" or bad, as in, ""Work faster! If there's time to lean, there's time to clean!""",★★☆☆☆,,,
281,踏,踏*む,ふむ,,,tread on,★★☆☆☆,,,
285,証,証,あかし,,,"evidence, testimony . . .: somewhere in between 証明（しょうめい: proof）　and 証拠　（しょうこ: phsyical evidence）. You'd typically use 証 when you're talking about evidence of god such as miracles. Or you'd challenge someone ""You say you're honest and give to charity, but do you have any evidence of this?"" Unlike 証拠、　証　does not have to be physical, it can be verbal.",★★★☆☆,,,
286,歪,歪＊む,ゆがむ,が,,distort or deform.,★★★☆☆,,,
288,超,超＊える,こえる,を,,"to exceed or go over a certain limit (the cook heated the oven to over 100 degrees, the dude passed 100 years old, the man bet over 40,000 dollars, etc.)",★★★★☆,,,
